Дата,Корпус,Кол-во активных квартир
2023-08-29,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",5
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",1
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",2
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",1
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",1
2023-08-30,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",2
2023-08-30,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",25
2023-08-30,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",13
2023-08-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",72
2023-08-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",55
2023-08-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-08-30,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",55
2023-08-30,"ул. Валентины Трофимовой, д. 12, подъезд 1",27
2023-08-30,"ул. Валентины Трофимовой, д. 12, подъезд 2",18
2023-08-30,"ул. Валентины Трофимовой, д. 8, подъезд 1",24
2023-08-30,"ул. Валентины Трофимовой, д. 8, подъезд 2",15
2023-08-30,"ул. Монтажников 36, (ГП-4.7), подъезд 1",15
2023-08-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",74
2023-08-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-08-30,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-08-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",73
2023-08-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",70
2023-08-30,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",70
2023-08-30,"ул. Монтажников, д. 38, подъезд 1",16
2023-08-30,"ул. Монтажников, д. 38, подъезд 2",5
2023-08-30,"ул. Монтажников, д. 38, подъезд 3",20
2023-08-30,"ул. Монтажников, д. 40, подъезд 1",45
2023-08-30,"ул. Монтажников, д. 40, подъезд 2",29
2023-08-30,"ул. Монтажников, д. 40, подъезд 3",44
2023-08-30,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-08-30,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",1
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",2
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",1
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",1
2023-08-31,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",2
2023-08-31,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",25
2023-08-31,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",13
2023-08-31,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",72
2023-08-31,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",55
2023-08-31,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-08-31,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",55
2023-08-31,"ул. Валентины Трофимовой, д. 12, подъезд 1",26
2023-08-31,"ул. Валентины Трофимовой, д. 12, подъезд 2",16
2023-08-31,"ул. Валентины Трофимовой, д. 8, подъезд 1",23
2023-08-31,"ул. Валентины Трофимовой, д. 8, подъезд 2",14
2023-08-31,"ул. Монтажников 36, (ГП-4.7), подъезд 1",15
2023-08-31,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-08-31,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-08-31,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-08-31,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",72
2023-08-31,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",70
2023-08-31,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",70
2023-08-31,"ул. Монтажников, д. 38, подъезд 1",14
2023-08-31,"ул. Монтажников, д. 38, подъезд 2",5
2023-08-31,"ул. Монтажников, д. 38, подъезд 3",19
2023-08-31,"ул. Монтажников, д. 40, подъезд 1",45
2023-08-31,"ул. Монтажников, д. 40, подъезд 2",29
2023-08-31,"ул. Монтажников, д. 40, подъезд 3",44
2023-08-31,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-08-31,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",1
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",2
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",1
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",1
2023-09-01,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",2
2023-09-01,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",25
2023-09-01,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",13
2023-09-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",71
2023-09-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",54
2023-09-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-01,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",55
2023-09-01,"ул. Валентины Трофимовой, д. 12, подъезд 1",25
2023-09-01,"ул. Валентины Трофимовой, д. 12, подъезд 2",15
2023-09-01,"ул. Валентины Трофимовой, д. 8, подъезд 1",23
2023-09-01,"ул. Валентины Трофимовой, д. 8, подъезд 2",14
2023-09-01,"ул. Монтажников 36, (ГП-4.7), подъезд 1",15
2023-09-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-09-01,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-09-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",71
2023-09-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",70
2023-09-01,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",70
2023-09-01,"ул. Монтажников, д. 38, подъезд 1",14
2023-09-01,"ул. Монтажников, д. 38, подъезд 2",5
2023-09-01,"ул. Монтажников, д. 38, подъезд 3",19
2023-09-01,"ул. Монтажников, д. 40, подъезд 1",43
2023-09-01,"ул. Монтажников, д. 40, подъезд 2",27
2023-09-01,"ул. Монтажников, д. 40, подъезд 3",43
2023-09-01,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-01,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",1
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",2
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",1
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",1
2023-09-02,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",2
2023-09-02,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",24
2023-09-02,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",12
2023-09-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",65
2023-09-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",50
2023-09-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-02,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-02,"ул. Валентины Трофимовой, д. 12, подъезд 1",25
2023-09-02,"ул. Валентины Трофимовой, д. 12, подъезд 2",15
2023-09-02,"ул. Валентины Трофимовой, д. 8, подъезд 1",23
2023-09-02,"ул. Валентины Трофимовой, д. 8, подъезд 2",14
2023-09-02,"ул. Монтажников 36, (ГП-4.7), подъезд 1",14
2023-09-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 1",73
2023-09-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 2",70
2023-09-02,"ул. Монтажников, д.  42, (ГП-5.10), подъезд 3",70
2023-09-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 1",71
2023-09-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 2",70
2023-09-02,"ул. Монтажников, д.  42а, (ГП-5.11), подъезд 3",70
2023-09-02,"ул. Монтажников, д. 38, подъезд 1",13
2023-09-02,"ул. Монтажников, д. 38, подъезд 2",5
2023-09-02,"ул. Монтажников, д. 38, подъезд 3",17
2023-09-02,"ул. Монтажников, д. 40, подъезд 1",42
2023-09-02,"ул. Монтажников, д. 40, подъезд 2",26
2023-09-02,"ул. Монтажников, д. 40, подъезд 3",41
2023-09-02,"ул. Федора Достоевского, д.  22, (ГП-7.10.2), подъезд 1",1
2023-09-02,"ул. Федора Достоевского, д.  24, (ГП-7.10.3), подъезд 2",1
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 10",2
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 4",1
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 5",2
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 7",1
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 8",1
2023-09-03,"ул. Александра Митинского, д. 4, (ГП 3.8), подъезд 9",2
2023-09-03,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 1",24
2023-09-03,"ул. Александра Пушкина д.3, (ГП-7.7), подъезд 2",12
2023-09-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 1",64
2023-09-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 2",50
2023-09-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 3",55
2023-09-03,"ул. Александра Пушкина, д. 3, к.1 (ГП-7.11), подъезд 4",54
2023-09-03,"ул. Валентины Трофимовой, д. 12, подъезд 1",25
